经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,天,小时
119.7,15.0,热带低压(TD),0.0,0.0,1006.0,北,19,18,14
119.0,15.0,热带低压(TD),7.0,15.0,1005.0,西北,19,18,20
118.5,15.4,热带低压(TD),7.0,15.0,1005.0,西北,19,19,2
118.0,16.0,热带低压(TD),7.0,15.0,1004.0,西北,19,19,8
117.6,16.3,热带低压(TD),7.0,15.0,1004.0,西北,19,19,14
117.1,16.6,热带低压(TD),7.0,15.0,1002.0,西北,19,19,20
116.7,16.8,热带低压(TD),7.0,15.0,1002.0,西北,19,20,2
116.3,17.0,热带风暴(TS),8.0,20.0,1000.0,北,19,20,8
115.8,17.2,热带风暴(TS),8.0,20.0,999.0,北,19,20,14
115.0,17.4,强热带风暴(STS),10.0,25.0,996.0,北,19,20,20
113.9,17.5,强热带风暴(STS),10.0,25.0,993.0,北,19,21,2
112.7,17.8,强热带风暴(STS),11.0,30.0,990.0,北,19,21,8
111.7,18.0,台风(TY),12.0,35.0,984.0,北,19,21,14
110.4,18.4,台风(TY),12.0,35.0,984.0,北,19,21,20
109.0,18.7,台风(TY),12.0,35.0,985.0,北,19,22,2
107.7,19.0,台风(TY),12.0,35.0,985.0,西北,19,22,8
106.5,19.5,台风(TY),12.0,35.0,985.0,西北,19,22,14
105.5,20.0,强热带风暴(STS),11.0,30.0,990.0,西北,19,22,20
104.4,20.7,热带风暴(TS),8.0,20.0,995.0,西北,19,23,2
103.6,21.2,热带低压(TD),6.0,12.0,1000.0,南,19,23,8
144.0,12.2,热带低压(TD),0.0,0.0,1008.0,西南,19,25,8
143.7,12.0,热带低压(TD),0.0,0.0,1006.0,北,19,25,14
143.2,12.0,热带低压(TD),0.0,0.0,1006.0,北,19,25,20
142.8,12.0,热带低压(TD),0.0,0.0,1006.0,北,19,26,2
142.3,12.0,热带低压(TD),0.0,0.0,1006.0,北,19,26,8
141.8,12.0,热带低压(TD),0.0,0.0,1004.0,北,19,26,14
141.3,12.0,热带低压(TD),0.0,0.0,1004.0,北,19,26,20
140.7,12.1,热带低压(TD),0.0,0.0,1004.0,西北,19,27,2
140.2,12.5,热带低压(TD),7.0,15.0,1004.0,西北,19,27,8
139.9,12.9,热带低压(TD),7.0,15.0,1002.0,西北,19,27,14
139.5,13.3,热带低压(TD),7.0,15.0,1000.0,西,19,27,20
139.4,13.7,热带低压(TD),7.0,15.0,1000.0,西,19,28,2
139.3,14.3,热带低压(TD),7.0,15.0,1000.0,西,19,28,8
139.2,14.9,热带低压(TD),7.0,15.0,1000.0,西,19,28,14
139.0,15.5,热带低压(TD),7.0,15.0,1000.0,西,19,28,20
138.8,16.2,热带低压(TD),7.0,15.0,1000.0,西,19,29,2
138.6,16.7,热带风暴(TS),8.0,20.0,995.0,西北,19,29,8
138.3,17.3,热带风暴(TS),8.0,20.0,993.0,西,19,29,14
138.1,17.9,热带风暴(TS),8.0,20.0,992.0,西北,19,29,20
137.7,18.7,强热带风暴(STS),10.0,25.0,990.0,西北,19,30,2
137.0,19.4,强热带风暴(STS),11.0,30.0,988.0,西北,19,30,8
135.9,20.1,台风(TY),12.0,35.0,983.0,北,19,30,14
134.6,20.4,台风(TY),12.0,35.0,980.0,东北,19,30,20
158.2,42.9,热带低压(TD),7.0,15.0,998.0,南,19,1,2
161.2,44.0,热带低压(TD),7.0,15.0,996.0,南,19,1,8
164.8,45.3,热带低压(TD),7.0,15.0,996.0,东北,19,1,14
167.3,47.0,热带低压(TD),7.0,15.0,994.0,东北,19,1,20
169.0,49.0,热带低压(TD),7.0,15.0,994.0,东北,19,2,2
170.0,51.0,热带低压(TD),0.0,0.0,996.0,西南,19,2,8
140.2,12.8,热带低压(TD),0.0,0.0,1000.0,北,19,1,2
139.3,13.0,热带低压(TD),7.0,15.0,998.0,北,19,1,8
138.0,13.3,热带低压(TD),7.0,15.0,995.0,北,19,1,14
136.7,13.6,热带风暴(TS),8.0,20.0,993.0,北,19,1,20
135.3,14.1,热带风暴(TS),8.0,20.0,991.0,西北,19,2,2
134.3,14.6,强热带风暴(STS),10.0,25.0,989.0,西北,19,2,8
133.3,15.1,强热带风暴(STS),10.0,25.0,988.0,西北,19,2,14
132.6,15.7,强热带风暴(STS),11.0,30.0,987.0,西北,19,2,20
131.9,16.1,台风(TY),12.0,35.0,986.0,西北,19,3,2
131.1,16.5,台风(TY),12.0,35.0,985.0,西北,19,3,8
130.2,16.9,台风(TY),12.0,35.0,984.0,西北,19,3,14
129.1,17.5,台风(TY),12.0,35.0,982.0,西北,19,3,20
127.8,18.1,台风(TY),12.0,35.0,980.0,西北,19,4,2
126.5,18.7,台风(TY),13.0,40.0,978.0,北,19,4,8
125.1,19.2,台风(TY),13.0,40.0,976.0,北,19,4,14
123.6,19.6,强台风(STY),14.0,45.0,972.0,北,19,4,20
122.1,19.9,强台风(STY),14.0,45.0,968.0,北,19,5,2
120.8,20.1,强台风(STY),15.0,50.0,965.0,北,19,5,8
119.5,20.1,强台风(STY),15.0,50.0,965.0,北,19,5,14
118.4,20.0,强台风(STY),15.0,50.0,964.0,北,19,5,20
117.5,20.2,强台风(STY),15.0,50.0,963.0,北,19,6,2
116.5,20.2,强台风(STY),15.0,50.0,961.0,北,19,6,8
115.3,20.1,超强台风(Super TY),16.0,55.0,958.0,北,19,6,14
114.1,20.3,强台风(STY),15.0,50.0,960.0,北,19,6,20
113.1,20.4,强台风(STY),15.0,50.0,960.0,北,19,7,2
112.4,20.3,强台风(STY),15.0,50.0,960.0,北,19,7,8
111.5,20.2,强台风(STY),14.0,45.0,965.0,北,19,7,14
110.9,20.1,强台风(STY),14.0,45.0,965.0,北,19,7,20
110.2,19.9,台风(TY),12.0,35.0,968.0,北,19,8,2
109.5,19.7,强热带风暴(STS),11.0,30.0,975.0,北,19,8,8
109.0,19.5,强热带风暴(STS),10.0,25.0,980.0,北,19,8,14
108.4,19.5,强热带风暴(STS),10.0,25.0,980.0,北,19,8,20
107.8,19.5,强热带风暴(STS),10.0,25.0,980.0,北,19,9,2
107.0,19.5,强热带风暴(STS),10.0,25.0,980.0,北,19,9,8
105.5,19.5,热带风暴(TS),8.0,20.0,985.0,北,19,9,14
104.5,19.5,热带风暴(TS),8.0,20.0,990.0,南,19,9,20
144.0,17.6,热带低压(TD),0.0,0.0,1006.0,北,19,4,8
143.2,17.5,热带低压(TD),0.0,0.0,1004.0,北,19,4,14
142.5,17.4,热带低压(TD),0.0,0.0,1004.0,北,19,4,20
141.6,17.6,热带低压(TD),0.0,0.0,1004.0,西北,19,5,2
140.8,18.1,热带低压(TD),7.0,15.0,1002.0,西北,19,5,8
140.2,18.4,热带低压(TD),7.0,15.0,1002.0,北,19,5,14
139.6,18.5,热带低压(TD),7.0,15.0,1000.0,北,19,5,20
139.1,18.4,热带低压(TD),7.0,15.0,1000.0,北,19,6,2
138.5,18.2,热带风暴(TS),8.0,20.0,997.0,西南,19,6,8
138.1,17.8,强热带风暴(STS),10.0,25.0,987.0,北,19,6,14
137.5,17.6,强热带风暴(STS),11.0,30.0,980.0,北,19,6,20
136.7,17.8,强热带风暴(STS),11.0,30.0,979.0,西北,19,7,2
136.0,18.3,强热带风暴(STS),11.0,30.0,978.0,北,19,7,8
134.9,18.7,台风(TY),12.0,35.0,974.0,北,19,7,14
133.9,19.1,台风(TY),13.0,40.0,968.0,北,19,7,20
132.6,19.3,台风(TY),13.0,40.0,964.0,北,19,8,2
131.6,19.6,强台风(STY),14.0,45.0,959.0,西北,19,8,8
130.7,20.2,强台风(STY),15.0,50.0,954.0,西北,19,8,14
129.8,20.7,超强台风(Super TY),16.0,55.0,945.0,西北,19,8,20
128.8,21.2,超强台风(Super TY),17.0,60.0,936.0,北,19,9,2
128.0,21.4,超强台风(Super TY),17.0,65.0,928.0,西北,19,9,8
127.3,22.0,超强台风(Super TY),17.0,65.0,925.0,西北,19,9,14
126.6,22.3,超强台风(Super TY),17.0,65.0,924.0,西北,19,9,20
126.0,22.6,超强台风(Super TY),17.0,65.0,922.0,西北,19,10,2
125.5,23.0,超强台风(Super TY),17.0,70.0,920.0,西北,19,10,8
125.1,23.6,超强台风(Super TY),17.0,70.0,918.0,西北,19,10,14
124.4,24.2,超强台风(Super TY),17.0,60.0,938.0,西北,19,10,20
123.4,24.7,超强台风(Super TY),17.0,60.0,934.0,西北,19,11,2
122.5,25.1,超强台风(Super TY),17.0,60.0,933.0,北,19,11,8
122.0,25.3,超强台风(Super TY),16.0,55.0,940.0,西北,19,11,14
121.6,25.6,超强台风(Super TY),16.0,55.0,945.0,西北,19,11,20
121.1,26.0,强台风(STY),14.0,45.0,965.0,西北,19,12,2
120.6,26.3,台风(TY),12.0,35.0,976.0,北,19,12,8
120.2,26.3,强热带风暴(STS),11.0,30.0,982.0,北,19,12,14
119.9,26.3,强热带风暴(STS),11.0,30.0,982.0,北,19,12,20
119.5,26.3,强热带风暴(STS),11.0,30.0,985.0,北,19,13,2
119.1,26.2,热带风暴(TS),8.0,20.0,990.0,西南,19,13,8
118.8,25.9,热带低压(TD),5.0,9.0,992.0,西南,19,13,14
118.6,25.7,热带低压(TD),5.0,9.0,996.0,西南,19,13,20
118.4,25.3,热带低压(TD),5.0,9.0,996.0,西南,19,14,2
118.2,25.0,热带低压(TD),5.0,9.0,998.0,西南,19,14,8
117.4,24.4,热带低压(TD),5.0,9.0,998.0,北,19,14,14
116.0,24.1,热带低压(TD),5.0,9.0,1002.0,北,19,14,20
114.6,24.1,热带低压(TD),5.0,9.0,1002.0,北,19,15,2
113.5,23.8,热带低压(TD),5.0,9.0,1002.0,南,19,15,8
150.8,13.0,热带低压(TD),0.0,0.0,1006.0,北,19,8,2
149.9,13.1,热带低压(TD),0.0,0.0,1006.0,北,19,8,8
149.0,13.3,热带低压(TD),0.0,0.0,1006.0,北,19,8,14
148.3,13.4,热带低压(TD),0.0,0.0,1006.0,北,19,8,20
147.5,13.6,热带低压(TD),0.0,0.0,1006.0,西北,19,9,2
146.8,13.9,热带低压(TD),0.0,0.0,1006.0,西北,19,9,8
146.1,14.3,热带低压(TD),0.0,0.0,1004.0,北,19,9,14
145.2,14.6,热带低压(TD),0.0,0.0,1004.0,西北,19,9,20
144.4,15.0,热带低压(TD),0.0,0.0,1004.0,西北,19,10,2
143.5,15.4,热带低压(TD),0.0,0.0,1004.0,北,19,10,8
142.7,15.6,热带低压(TD),0.0,0.0,1004.0,北,19,10,14
141.9,15.7,热带低压(TD),0.0,0.0,1004.0,北,19,10,20
141.0,15.8,热带低压(TD),7.0,15.0,1000.0,北,19,11,2
140.0,16.1,热带风暴(TS),8.0,20.0,997.0,北,19,11,8
138.8,16.2,热带风暴(TS),8.0,20.0,997.0,北,19,11,14
137.0,16.5,热带风暴(TS),8.0,20.0,997.0,西北,19,11,20
134.8,17.5,热带风暴(TS),8.0,20.0,997.0,西北,19,12,2
133.1,19.4,热带风暴(TS),8.0,20.0,997.0,西,19,12,8
132.4,21.7,热带风暴(TS),8.0,20.0,997.0,西,19,12,14
132.4,23.5,热带风暴(TS),8.0,20.0,997.0,西,19,12,20
132.4,25.0,热带风暴(TS),8.0,20.0,996.0,西,19,13,2
132.6,26.4,热带风暴(TS),8.0,20.0,996.0,东北,19,13,8
133.3,27.8,热带风暴(TS),8.0,20.0,996.0,东北,19,13,14
134.5,29.0,强热带风暴(STS),10.0,25.0,996.0,东北,19,13,20
136.4,30.0,强热带风暴(STS),10.0,25.0,996.0,南,19,14,2
140.0,30.9,热带风暴(TS),8.0,20.0,996.0,南,19,14,8
144.0,31.5,热带风暴(TS),8.0,20.0,998.0,南,19,14,14
151.2,32.0,热带低压(TD),0.0,0.0,998.0,南,19,14,20
157.0,32.8,热带低压(TD),0.0,0.0,998.0,南,19,15,2
163.2,33.5,热带低压(TD),0.0,0.0,998.0,南,19,15,8
167.1,33.8,热带低压(TD),0.0,0.0,1002.0,南,19,15,14
170.2,34.1,热带低压(TD),0.0,0.0,1002.0,南,19,15,20
174.1,34.8,热带低压(TD),0.0,0.0,1008.0,南,19,16,2
178.5,35.5,热带低压(TD),0.0,0.0,1010.0,北,19,16,8
131.0,20.0,热带低压(TD),7.0,15.0,1002.0,北,19,1,14
130.2,19.8,热带低压(TD),7.0,15.0,1002.0,北,19,1,20
129.2,19.8,热带风暴(TS),8.0,20.0,995.0,北,19,2,2
128.1,19.7,强热带风暴(STS),11.0,30.0,991.0,北,19,2,8
127.0,19.7,强热带风暴(STS),11.0,30.0,989.0,北,19,2,14
125.8,19.6,强热带风暴(STS),11.0,30.0,987.0,北,19,2,20
124.5,19.6,强热带风暴(STS),11.0,30.0,984.0,北,19,3,2
123.2,19.2,台风(TY),12.0,35.0,982.0,北,19,3,8
122.2,19.1,台风(TY),12.0,35.0,981.0,北,19,3,14
121.2,19.1,台风(TY),12.0,35.0,981.0,北,19,3,20
120.2,19.2,台风(TY),12.0,35.0,980.0,北,19,4,2
119.1,19.3,台风(TY),12.0,35.0,979.0,北,19,4,8
118.1,19.6,台风(TY),12.0,35.0,977.0,西北,19,4,14
117.1,20.1,台风(TY),13.0,40.0,972.0,西北,19,4,20
116.1,20.8,强台风(STY),14.0,45.0,963.0,西北,19,5,2
115.0,21.3,强台风(STY),14.0,45.0,960.0,西北,19,5,8
113.8,22.1,台风(TY),13.0,40.0,960.0,西北,19,5,14
112.5,22.7,强热带风暴(STS),10.0,25.0,980.0,西北,19,5,20
111.5,23.4,热带低压(TD),6.0,12.0,995.0,西北,19,6,2
110.9,23.8,热带低压(TD),5.0,9.0,1002.0,西北,19,6,8
109.5,24.6,热带低压(TD),5.0,9.0,1002.0,南,19,6,14
157.9,8.9,热带低压(TD),0.0,0.0,1007.0,北,19,3,8
157.0,8.9,热带低压(TD),0.0,0.0,1006.0,北,19,3,14
156.0,9.0,热带低压(TD),0.0,0.0,1006.0,北,19,3,20
155.0,9.2,热带低压(TD),0.0,0.0,1004.0,西北,19,4,2
154.2,9.6,热带低压(TD),7.0,15.0,1002.0,北,19,4,8
152.4,10.3,热带风暴(TS),8.0,20.0,1000.0,北,19,4,14
150.8,10.7,强热带风暴(STS),10.0,25.0,998.0,北,19,4,20
149.3,11.2,强热带风暴(STS),11.0,30.0,996.0,西北,19,5,2
148.0,12.0,强热带风暴(STS),11.0,30.0,995.0,西北,19,5,8
146.1,12.8,台风(TY),12.0,35.0,990.0,北,19,5,14
144.1,13.4,强台风(STY),14.0,45.0,980.0,北,19,5,20
142.2,13.9,超强台风(Super TY),16.0,55.0,970.0,北,19,6,2
140.2,14.5,超强台风(Super TY),17.0,65.0,960.0,北,19,6,8
138.5,14.8,超强台风(Super TY),17.0,75.0,950.0,北,19,6,14
136.8,15.3,超强台风(Super TY),17.0,80.0,932.0,北,19,6,20
134.9,15.7,超强台风(Super TY),17.0,90.0,915.0,北,19,7,2
133.1,16.2,超强台风(Super TY),17.0,100.0,897.0,北,19,7,8
131.2,16.8,超强台风(Super TY),17.0,100.0,897.0,北,19,7,14
129.7,17.2,超强台风(Super TY),17.0,100.0,897.0,北,19,7,20
127.7,17.7,超强台风(Super TY),17.0,100.0,897.0,北,19,8,2
126.2,18.0,超强台风(Super TY),17.0,95.0,900.0,北,19,8,8
125.0,18.1,超强台风(Super TY),17.0,85.0,910.0,北,19,8,14
123.6,18.4,超强台风(Super TY),17.0,75.0,921.0,北,19,8,20
122.5,18.6,超强台风(Super TY),17.0,70.0,932.0,北,19,9,2
121.3,18.9,超强台风(Super TY),17.0,65.0,943.0,北,19,9,8
120.3,19.3,超强台风(Super TY),17.0,60.0,952.0,北,19,9,14
119.0,19.8,超强台风(Super TY),16.0,55.0,959.0,北,19,9,20
117.8,20.2,强台风(STY),15.0,50.0,960.0,西北,19,10,2
116.7,21.0,强台风(STY),14.0,45.0,967.0,西北,19,10,8
115.8,21.8,强台风(STY),14.0,45.0,967.0,西北,19,10,14
114.9,22.4,强台风(STY),14.0,45.0,967.0,西北,19,10,20
113.8,23.3,热带低压(TD),7.0,15.0,988.0,西北,19,11,2
112.8,24.1,热带低压(TD),5.0,10.0,999.0,西北,19,11,8
111.4,24.9,热带低压(TD),5.0,9.0,1000.0,西北,19,11,14
110.3,25.5,热带低压(TD),5.0,9.0,1004.0,北,19,11,20
109.4,25.6,热带低压(TD),5.0,9.0,1005.0,南,19,12,2
140.6,16.7,热带低压(TD),0.0,0.0,1006.0,北,19,12,8
138.8,17.1,热带低压(TD),0.0,0.0,1006.0,北,19,12,14
137.0,17.5,热带低压(TD),0.0,0.0,1006.0,北,19,12,20
135.1,17.8,热带低压(TD),0.0,0.0,1004.0,北,19,13,2
133.3,18.0,热带低压(TD),0.0,0.0,1002.0,北,19,13,8
131.7,18.4,热带低压(TD),0.0,0.0,1000.0,北,19,13,14
129.7,19.0,热带低压(TD),7.0,15.0,996.0,北,19,13,20
128.0,19.5,热带风暴(TS),8.0,20.0,994.0,北,19,14,2
126.3,19.9,强热带风暴(STS),11.0,30.0,994.0,北,19,14,8
124.2,20.3,台风(TY),12.0,35.0,992.0,北,19,14,14
122.6,20.6,台风(TY),12.0,35.0,988.0,北,19,14,20
121.0,20.9,台风(TY),13.0,40.0,983.0,北,19,15,2
119.4,21.1,强台风(STY),14.0,45.0,980.0,北,19,15,8
118.5,21.2,台风(TY),13.0,40.0,983.0,北,19,15,14
117.4,21.3,台风(TY),12.0,35.0,985.0,北,19,15,20
116.6,21.2,台风(TY),12.0,35.0,985.0,北,19,16,2
115.9,21.1,台风(TY),12.0,35.0,986.0,北,19,16,8
115.2,21.0,强热带风暴(STS),11.0,30.0,990.0,西南,19,16,14
115.0,20.9,强热带风暴(STS),10.0,25.0,994.0,北,19,16,20
114.7,20.8,强热带风暴(STS),10.0,25.0,994.0,西南,19,17,2
114.3,20.6,强热带风暴(STS),10.0,25.0,994.0,东,19,17,8
114.2,20.2,强热带风暴(STS),10.0,25.0,994.0,东南,19,17,14
114.6,19.9,强热带风暴(STS),10.0,25.0,994.0,东南,19,17,20
115.0,19.6,强热带风暴(STS),10.0,25.0,993.0,东南,19,18,2
115.2,19.4,强热带风暴(STS),10.0,25.0,993.0,南,19,18,8
115.5,19.3,强热带风暴(STS),10.0,25.0,992.0,东北,19,18,14
115.9,19.5,强热带风暴(STS),10.0,25.0,990.0,北,19,18,20
115.4,19.6,强热带风暴(STS),11.0,30.0,988.0,北,19,19,2
114.9,19.4,强热带风暴(STS),11.0,30.0,987.0,北,19,19,8
114.5,19.4,强热带风暴(STS),11.0,30.0,987.0,北,19,19,14
113.9,19.3,台风(TY),12.0,35.0,980.0,西南,19,19,20
113.6,19.0,台风(TY),13.0,40.0,973.0,西南,19,20,2
113.2,18.8,强台风(STY),14.0,45.0,966.0,西南,19,20,8
112.9,18.6,强台风(STY),15.0,50.0,965.0,西南,19,20,14
112.6,18.3,强台风(STY),15.0,50.0,965.0,西南,19,20,20
112.4,18.1,强台风(STY),15.0,50.0,965.0,西南,19,21,2
112.1,17.8,强台风(STY),15.0,50.0,965.0,北,19,21,8
111.4,17.6,强台风(STY),14.0,45.0,970.0,北,19,21,14
110.2,17.4,台风(TY),13.0,40.0,975.0,北,19,21,20
109.5,17.2,台风(TY),13.0,40.0,980.0,北,19,22,2
108.2,17.0,台风(TY),12.0,35.0,985.0,北,19,22,8
107.1,17.0,强热带风暴(STS),11.0,30.0,988.0,北,19,22,14
106.1,17.1,热带风暴(TS),8.0,20.0,990.0,北,19,22,20
105.1,17.4,热带低压(TD),7.0,15.0,995.0,北,19,23,2
104.0,17.8,热带低压(TD),0.0,0.0,997.0,南,19,23,8
118.1,12.8,热带低压(TD),7.0,15.0,1006.0,北,19,13,2
116.8,12.6,热带低压(TD),7.0,15.0,1002.0,北,19,13,8
115.5,12.5,热带低压(TD),7.0,15.0,1002.0,北,19,13,14
114.4,12.5,热带风暴(TS),8.0,20.0,1000.0,北,19,13,20
113.5,12.6,热带风暴(TS),8.0,20.0,998.0,北,19,14,2
112.5,12.7,强热带风暴(STS),10.0,25.0,995.0,西北,19,14,8
111.5,13.4,强热带风暴(STS),11.0,30.0,990.0,西北,19,14,14
110.4,14.2,台风(TY),12.0,35.0,988.0,西北,19,14,20
109.4,15.0,台风(TY),12.0,35.0,988.0,北,19,15,2
108.2,15.4,强热带风暴(STS),11.0,30.0,990.0,西北,19,15,8
107.1,16.0,强热带风暴(STS),10.0,25.0,990.0,西北,19,15,14
106.5,16.7,热带低压(TD),7.0,15.0,995.0,西北,19,15,20
105.7,17.3,热带低压(TD),0.0,0.0,1000.0,西北,19,16,2
105.3,17.6,热带低压(TD),0.0,0.0,1002.0,北,19,16,8
104.6,17.7,热带低压(TD),0.0,0.0,1002.0,北,19,16,14
103.8,17.8,热带低压(TD),0.0,0.0,1002.0,南,19,16,20
149.3,11.7,热带低压(TD),0.0,0.0,1007.0,西北,19,17,2
148.5,12.6,热带低压(TD),0.0,0.0,1007.0,西北,19,17,8
147.8,13.3,热带低压(TD),0.0,0.0,1007.0,西北,19,17,14
147.1,14.0,热带低压(TD),0.0,0.0,1007.0,西北,19,17,20
146.5,14.8,热带低压(TD),0.0,0.0,1007.0,西北,19,18,2
145.8,15.5,热带低压(TD),0.0,0.0,1007.0,西北,19,18,8
145.2,16.2,热带低压(TD),0.0,0.0,1006.0,西北,19,18,14
144.7,16.8,热带低压(TD),0.0,0.0,1004.0,西北,19,18,20
144.3,17.4,热带低压(TD),7.0,15.0,1004.0,西北,19,19,2
144.0,17.8,热带低压(TD),7.0,15.0,1002.0,西北,19,19,8
143.5,18.3,热带风暴(TS),8.0,20.0,998.0,西北,19,19,14
143.1,18.8,强热带风暴(STS),11.0,30.0,990.0,西北,19,19,20
142.7,19.2,台风(TY),12.0,35.0,985.0,西北,19,20,2
142.0,19.6,强台风(STY),14.0,45.0,975.0,西北,19,20,8
141.2,20.0,超强台风(Super TY),17.0,60.0,959.0,北,19,20,14
140.5,20.1,超强台风(Super TY),17.0,65.0,940.0,北,19,20,20
139.8,20.2,超强台风(Super TY),17.0,70.0,921.0,北,19,21,2
138.9,20.5,超强台风(Super TY),17.0,75.0,907.0,西北,19,21,8
137.9,21.3,超强台风(Super TY),17.0,75.0,906.0,西北,19,21,14
137.0,22.0,超强台风(Super TY),17.0,70.0,912.0,西北,19,21,20
136.1,22.7,超强台风(Super TY),17.0,70.0,919.0,西北,19,22,2
135.1,23.3,超强台风(Super TY),17.0,65.0,924.0,西北,19,22,8
134.2,24.1,超强台风(Super TY),17.0,65.0,924.0,西北,19,22,14
133.3,25.0,超强台风(Super TY),17.0,60.0,926.0,西北,19,22,20
132.5,25.4,超强台风(Super TY),17.0,60.0,929.0,西北,19,23,2
131.5,26.1,超强台风(Super TY),17.0,60.0,931.0,西北,19,23,8
131.0,26.8,超强台风(Super TY),16.0,55.0,933.0,西北,19,23,14
130.6,27.5,超强台风(Super TY),16.0,55.0,936.0,西北,19,23,20
130.1,28.4,超强台风(Super TY),16.0,55.0,938.0,西,19,24,2
129.9,29.5,强台风(STY),15.0,50.0,941.0,西,19,24,8
130.3,30.8,强台风(STY),15.0,50.0,943.0,东北,19,24,14
131.7,32.1,强台风(STY),14.0,45.0,950.0,东北,19,24,20
133.5,34.0,台风(TY),13.0,40.0,960.0,东北,19,25,2
136.4,36.0,强热带风暴(STS),11.0,30.0,975.0,东北,19,25,8
140.7,38.7,强热带风暴(STS),10.0,25.0,980.0,东北,19,25,14
147.4,43.0,热带低压(TD),0.0,0.0,984.0,南,19,25,20
155.0,45.0,热带低压(TD),0.0,0.0,984.0,南,19,26,2
162.0,47.0,热带低压(TD),0.0,0.0,978.0,南,19,26,8
166.0,48.3,热带低压(TD),0.0,0.0,968.0,南,19,26,14
172.0,49.4,热带低压(TD),0.0,0.0,968.0,南,19,26,20
177.5,51.0,热带低压(TD),0.0,0.0,970.0,西南,19,27,2
118.6,16.2,热带低压(TD),5.0,10.0,1002.0,西南,19,23,20
118.2,15.3,热带低压(TD),5.0,10.0,1002.0,西南,19,24,2
117.5,14.5,热带低压(TD),5.0,10.0,1000.0,西南,19,24,8
117.0,14.0,热带低压(TD),5.0,10.0,1000.0,西南,19,24,14
116.5,13.6,热带低压(TD),5.0,10.0,1000.0,西南,19,24,20
115.8,13.2,热带低压(TD),5.0,10.0,1000.0,北,19,25,2
114.8,13.0,热带低压(TD),5.0,10.0,998.0,北,19,25,8
113.5,13.0,热带低压(TD),6.0,12.0,998.0,北,19,25,14
112.1,13.1,热带低压(TD),7.0,15.0,998.0,北,19,25,20
111.6,13.2,热带风暴(TS),8.0,20.0,995.0,西北,19,26,2
111.2,13.8,热带风暴(TS),8.0,20.0,995.0,西,19,26,8
111.4,14.8,热带风暴(TS),8.0,20.0,995.0,西北,19,26,14
110.6,15.5,热带风暴(TS),8.0,20.0,995.0,北,19,26,20
109.5,15.9,热带风暴(TS),8.0,20.0,995.0,北,19,27,2
108.5,16.0,热带低压(TD),7.0,15.0,998.0,北,19,27,8
107.5,16.1,热带低压(TD),7.0,15.0,1000.0,北,19,27,14
106.5,16.3,热带低压(TD),0.0,0.0,1000.0,北,19,27,20
105.5,16.5,热带低压(TD),0.0,0.0,1004.0,南,19,28,2
141.9,12.4,热带低压(TD),0.0,0.0,1006.0,北,19,25,2
141.1,12.4,热带低压(TD),0.0,0.0,1006.0,北,19,25,8
140.5,12.4,热带低压(TD),0.0,0.0,1006.0,北,19,25,14
139.7,12.4,热带低压(TD),0.0,0.0,1006.0,北,19,25,20
138.9,12.5,热带低压(TD),0.0,0.0,1006.0,北,19,26,2
138.0,12.7,热带低压(TD),0.0,0.0,1004.0,北,19,26,8
136.6,13.0,热带低压(TD),0.0,0.0,1004.0,北,19,26,14
135.3,13.5,热带低压(TD),0.0,0.0,1002.0,北,19,26,20
134.1,13.7,热带低压(TD),7.0,15.0,1002.0,北,19,27,2
133.0,13.7,热带低压(TD),7.0,15.0,1002.0,北,19,27,8
132.0,13.5,热带低压(TD),7.0,15.0,1002.0,北,19,27,14
131.0,13.2,热带低压(TD),7.0,15.0,1002.0,北,19,27,20
130.0,12.9,热带低压(TD),7.0,15.0,1000.0,北,19,28,2
128.8,12.7,热带低压(TD),7.0,15.0,1000.0,北,19,28,8
127.5,12.7,热带风暴(TS),8.0,20.0,999.0,北,19,28,14
125.9,12.9,热带风暴(TS),8.0,20.0,999.0,北,19,28,20
123.9,13.3,热带风暴(TS),8.0,20.0,998.0,北,19,29,2
122.0,13.9,热带风暴(TS),8.0,20.0,997.0,西北,19,29,8
120.0,15.1,热带风暴(TS),8.0,20.0,997.0,西北,19,29,14
118.4,16.0,热带风暴(TS),8.0,20.0,997.0,西北,19,29,20
117.0,16.6,强热带风暴(STS),10.0,25.0,996.0,北,19,30,2
115.4,17.0,强热带风暴(STS),11.0,30.0,994.0,北,19,30,8
113.7,17.3,强热带风暴(STS),10.0,25.0,996.0,北,19,30,14
111.8,17.6,强热带风暴(STS),10.0,25.0,996.0,东南,19,30,20
114.7,15.6,热带风暴(TS),8.0,20.0,995.0,西北,19,1,2
114.0,16.0,热带风暴(TS),8.0,20.0,995.0,北,19,1,8
113.0,16.3,热带风暴(TS),8.0,20.0,995.0,北,19,1,14
112.2,16.3,热带风暴(TS),8.0,20.0,995.0,北,19,1,20
111.3,16.5,热带风暴(TS),8.0,20.0,995.0,北,19,2,2
110.0,16.8,热带风暴(TS),8.0,20.0,995.0,北,19,2,8
108.5,17.2,热带低压(TD),7.0,15.0,998.0,西北,19,2,14
106.7,18.2,热带低压(TD),0.0,0.0,1000.0,西北,19,2,20
105.0,19.0,热带低压(TD),0.0,0.0,1002.0,南,19,3,2
130.0,16.0,热带低压(TD),7.0,15.0,998.0,北,19,1,2
128.8,16.4,热带风暴(TS),8.0,20.0,995.0,北,19,1,8
