经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,天,小时
138.1,29.1,热带风暴(TS),9.0,23.0,990.0,西,30,8,14
138.1,30.1,热带风暴(TS),9.0,23.0,990.0,西,19,8,17
138.3,31.1,热带风暴(TS),9.0,23.0,990.0,西,35,8,20
137.8,32.5,热带风暴(TS),9.0,23.0,990.0,西,30,9,2
137.7,33.8,热带风暴(TS),9.0,23.0,990.0,西北,19,9,5
137.2,34.4,热带风暴(TS),9.0,23.0,990.0,西北,35,9,8
135.9,36.6,热带风暴(TS),8.0,20.0,995.0,西南,15,9,14
111.0,15.7,热带风暴(TS),8.0,18.0,996.0,北,10,14,2
110.8,15.7,热带风暴(TS),8.0,18.0,996.0,北,12,14,3
110.5,15.7,热带风暴(TS),8.0,18.0,996.0,西南,12,14,4
110.2,15.4,热带风暴(TS),8.0,18.0,996.0,北,15,14,5
110.0,15.4,热带风暴(TS),8.0,18.0,996.0,西南,15,14,6
109.9,15.3,热带风暴(TS),8.0,18.0,996.0,北,15,14,7
109.8,15.3,热带风暴(TS),8.0,20.0,995.0,南,10,14,8
109.8,15.3,热带风暴(TS),8.0,20.0,995.0,北,10,14,9
109.7,15.3,热带风暴(TS),8.0,20.0,995.0,南,10,14,10
109.7,15.3,热带风暴(TS),8.0,20.0,995.0,南,10,14,11
109.7,15.3,热带风暴(TS),8.0,20.0,995.0,西,12,14,12
109.7,15.4,热带风暴(TS),8.0,20.0,995.0,西北,12,14,13
109.6,15.5,热带风暴(TS),8.0,20.0,995.0,南,13,14,14
109.6,15.5,热带风暴(TS),8.0,20.0,995.0,西北,13,14,15
109.4,15.6,热带风暴(TS),8.0,20.0,995.0,北,13,14,16
109.3,15.6,热带风暴(TS),8.0,20.0,995.0,北,13,14,17
109.2,15.6,热带风暴(TS),8.0,20.0,995.0,北,13,14,18
109.1,15.6,热带风暴(TS),8.0,20.0,995.0,北,13,14,19
108.9,15.6,热带风暴(TS),8.0,20.0,995.0,北,15,14,20
108.7,15.6,热带风暴(TS),8.0,20.0,995.0,北,16,14,21
108.5,15.6,热带风暴(TS),8.0,20.0,995.0,西南,17,14,22
108.3,15.5,热带风暴(TS),8.0,18.0,996.0,北,20,14,23
107.6,15.4,热带低压(TD),7.0,16.0,1000.0,南,18,15,2
149.4,18.8,热带风暴(TS),8.0,18.0,998.0,南,18,16,2
149.4,18.8,热带风暴(TS),8.0,18.0,998.0,北,19,16,3
149.0,18.9,热带风暴(TS),8.0,20.0,995.0,西北,19,16,5
148.4,19.4,热带风暴(TS),9.0,23.0,990.0,南,17,16,8
148.4,19.4,热带风暴(TS),9.0,23.0,990.0,北,19,16,9
147.3,19.8,热带风暴(TS),9.0,23.0,990.0,北,17,16,14
146.8,20.0,强热带风暴(STS),10.0,28.0,982.0,北,19,16,17
146.3,19.9,强热带风暴(STS),11.0,30.0,980.0,西北,16,16,20
145.6,20.5,台风(TY),12.0,33.0,975.0,西北,15,17,2
145.3,20.7,台风(TY),12.0,33.0,975.0,西北,19,17,5
144.8,21.2,台风(TY),13.0,40.0,960.0,西北,14,17,8
144.2,21.7,台风(TY),13.0,40.0,960.0,西北,14,17,14
143.7,22.0,强台风(STY),14.0,42.0,955.0,西北,19,17,17
143.5,22.3,强台风(STY),14.0,45.0,950.0,西北,14,17,20
142.8,23.1,强台风(STY),14.0,45.0,950.0,西北,14,18,2
142.7,23.3,强台风(STY),14.0,45.0,950.0,西北,19,18,5
142.5,23.7,强台风(STY),14.0,45.0,950.0,西,17,18,8
142.3,24.8,强台风(STY),14.0,42.0,955.0,西,18,18,14
142.4,25.3,强台风(STY),14.0,42.0,955.0,西北,19,18,17
142.1,25.8,强台风(STY),14.0,42.0,955.0,东北,19,18,20
142.6,26.8,台风(TY),13.0,40.0,960.0,东北,18,19,2
143.0,27.2,台风(TY),13.0,40.0,960.0,东北,19,19,5
143.3,27.8,台风(TY),13.0,40.0,960.0,东北,19,19,8
144.2,28.8,台风(TY),13.0,40.0,960.0,东北,20,19,14
145.0,29.4,台风(TY),12.0,35.0,970.0,西,19,19,17
145.1,29.8,台风(TY),12.0,35.0,970.0,东北,30,19,20
146.0,30.8,强热带风暴(STS),11.0,30.0,980.0,东北,29,20,2
146.8,31.3,强热带风暴(STS),11.0,30.0,980.0,东北,19,20,5
147.4,31.7,强热带风暴(STS),10.0,25.0,985.0,东北,30,20,8
148.3,33.0,热带风暴(TS),9.0,23.0,990.0,西,32,20,14
148.4,33.4,热带风暴(TS),9.0,23.0,990.0,东北,19,20,17
149.2,34.0,热带风暴(TS),8.0,20.0,995.0,西南,23,20,20
138.2,17.7,热带风暴(TS),8.0,18.0,998.0,北,14,23,2
137.6,17.7,热带风暴(TS),8.0,18.0,998.0,北,19,23,5
136.7,17.7,热带风暴(TS),8.0,18.0,996.0,西北,12,23,8
135.9,19.2,热带风暴(TS),8.0,18.0,996.0,西南,10,23,14
135.0,18.5,热带风暴(TS),8.0,18.0,996.0,西北,19,23,17
134.7,18.7,热带风暴(TS),8.0,18.0,996.0,北,10,23,20
133.9,19.0,热带风暴(TS),8.0,20.0,995.0,北,6,24,2
133.4,19.0,热带风暴(TS),8.0,20.0,995.0,西南,19,24,5
133.2,18.9,热带风暴(TS),8.0,20.0,995.0,西南,5,24,8
133.0,18.8,热带风暴(TS),9.0,23.0,990.0,北,8,24,14
132.5,18.8,强热带风暴(STS),10.0,25.0,985.0,北,19,24,17
132.2,18.9,热带风暴(TS),9.0,23.0,990.0,北,8,24,20
132.1,18.9,强热带风暴(STS),10.0,25.0,985.0,西,9,24,23
132.1,19.0,强热带风暴(STS),10.0,25.0,985.0,西,10,25,2
132.1,19.1,强热带风暴(STS),10.0,28.0,982.0,西,10,25,5
132.1,19.4,强热带风暴(STS),10.0,28.0,982.0,西北,12,25,8
132.0,19.5,强热带风暴(STS),11.0,30.0,980.0,北,12,25,11
131.7,19.5,强热带风暴(STS),11.0,30.0,980.0,西,14,25,14
131.7,19.8,台风(TY),12.0,33.0,975.0,北,13,25,17
131.1,19.9,台风(TY),12.0,33.0,975.0,北,14,25,20
130.9,19.9,台风(TY),12.0,33.0,975.0,西,13,25,23
130.9,20.2,台风(TY),12.0,33.0,975.0,西,14,26,2
130.8,20.9,台风(TY),13.0,38.0,965.0,北,15,26,5
130.3,20.9,台风(TY),13.0,38.0,965.0,西北,15,26,8
130.0,21.2,台风(TY),13.0,38.0,965.0,西北,13,26,11
129.7,21.6,强台风(STY),14.0,42.0,955.0,西北,13,26,14
129.4,22.1,强台风(STY),14.0,42.0,955.0,北,12,26,17
128.9,22.0,强台风(STY),14.0,45.0,950.0,北,14,26,20
128.5,22.1,强台风(STY),14.0,45.0,950.0,北,15,26,23
128.2,22.2,强台风(STY),15.0,48.0,945.0,西北,14,27,2
128.0,22.3,超强台风(Super TY),16.0,52.0,935.0,北,15,27,5
127.6,22.3,超强台风(Super TY),16.0,55.0,930.0,北,15,27,8
127.2,22.3,超强台风(Super TY),16.0,55.0,930.0,北,17,27,11
126.9,22.4,超强台风(Super TY),17.0,58.0,925.0,西北,18,27,14
126.7,22.5,超强台风(Super TY),17.0,58.0,925.0,西北,18,27,15
126.6,22.6,超强台风(Super TY),17.0,58.0,925.0,北,18,27,16
126.3,22.7,超强台风(Super TY),17.0,58.0,925.0,北,18,27,17
126.2,22.7,超强台风(Super TY),17.0,58.0,925.0,西北,18,27,18
126.1,22.8,超强台风(Super TY),17.0,58.0,925.0,北,18,27,19
125.9,22.8,超强台风(Super TY),17.0,58.0,925.0,北,18,27,20
125.8,22.8,超强台风(Super TY),17.0,58.0,925.0,北,19,27,21
125.6,22.8,超强台风(Super TY),17.0,58.0,925.0,北,18,27,22
125.4,22.8,超强台风(Super TY),17.0,58.0,925.0,北,18,27,23
125.2,22.8,超强台风(Super TY),17.0,58.0,925.0,西北,20,28,0
125.1,22.9,超强台风(Super TY),17.0,58.0,925.0,西北,19,28,1
125.0,23.0,超强台风(Super TY),17.0,58.0,925.0,北,19,28,2
124.8,23.0,超强台风(Super TY),17.0,58.0,925.0,西北,19,28,3
124.6,23.1,超强台风(Super TY),17.0,58.0,925.0,北,19,28,4
124.5,23.1,超强台风(Super TY),17.0,58.0,925.0,西北,20,28,5
124.3,23.2,超强台风(Super TY),17.0,58.0,925.0,西北,20,28,6
124.2,23.3,超强台风(Super TY),17.0,58.0,925.0,北,20,28,7
124.0,23.3,超强台风(Super TY),17.0,58.0,925.0,西北,20,28,8
123.8,23.4,超强台风(Super TY),17.0,58.0,925.0,西北,20,28,9
123.6,23.5,超强台风(Super TY),17.0,58.0,925.0,西北,20,28,10
123.5,23.6,超强台风(Super TY),16.0,55.0,930.0,西北,20,28,11
123.3,23.7,超强台风(Super TY),16.0,55.0,930.0,西北,19,28,12
123.2,23.8,超强台风(Super TY),16.0,55.0,930.0,西北,20,28,13
123.0,23.9,超强台风(Super TY),16.0,55.0,930.0,西北,20,28,14
122.8,24.1,超强台风(Super TY),16.0,52.0,935.0,西北,20,28,15
122.5,24.3,超强台风(Super TY),16.0,52.0,935.0,北,20,28,16
122.2,24.3,强台风(STY),15.0,50.0,940.0,北,20,28,17
121.7,24.3,强台风(STY),15.0,48.0,945.0,西南,20,28,18
121.5,24.2,强台风(STY),15.0,48.0,945.0,西南,20,28,19
121.4,24.0,强台风(STY),14.0,45.0,950.0,西,20,28,20
121.4,24.1,强台风(STY),14.0,45.0,950.0,北,20,28,21
121.0,24.1,强台风(STY),14.0,45.0,950.0,北,19,28,22
120.7,24.1,强台风(STY),14.0,42.0,955.0,西北,20,28,23
120.6,24.2,强台风(STY),14.0,42.0,955.0,北,21,29,0
120.3,24.2,强台风(STY),14.0,42.0,955.0,北,20,29,1
120.2,24.2,强台风(STY),14.0,42.0,955.0,南,20,29,2
120.2,24.2,强台风(STY),14.0,42.0,955.0,西北,20,29,3
120.1,24.3,强台风(STY),14.0,42.0,955.0,西北,20,29,4
119.8,24.5,台风(TY),13.0,38.0,965.0,西北,18,29,5
119.7,24.6,台风(TY),12.0,35.0,970.0,西北,22,29,6
119.6,24.8,台风(TY),12.0,35.0,970.0,西北,22,29,7
119.4,25.0,台风(TY),12.0,35.0,970.0,北,20,29,8
119.1,25.1,台风(TY),12.0,33.0,975.0,西北,20,29,9
118.9,25.2,强热带风暴(STS),10.0,28.0,985.0,北,25,29,10
118.6,25.3,热带风暴(TS),9.0,23.0,990.0,北,25,29,11
118.3,25.4,热带风暴(TS),9.0,23.0,990.0,北,25,29,12
118.0,25.4,热带风暴(TS),9.0,23.0,990.0,北,25,29,13
117.6,25.5,热带风暴(TS),9.0,23.0,990.0,北,25,29,14
117.2,25.5,热带风暴(TS),8.0,20.0,995.0,西北,25,29,15
116.9,25.7,热带风暴(TS),8.0,18.0,998.0,西北,25,29,16
116.7,25.9,热带低压(TD),7.0,15.0,1000.0,南,25,29,17
127.6,23.9,热带风暴(TS),8.0,18.0,996.0,南,20,1,8
128.3,24.1,热带风暴(TS),8.0,18.0,996.0,东北,18,1,11
129.0,24.4,强热带风暴(STS),10.0,25.0,985.0,东北,15,1,14
129.6,24.7,台风(TY),12.0,33.0,975.0,东北,15,1,17
129.8,25.1,台风(TY),12.0,33.0,975.0,东北,15,1,20
130.2,25.5,台风(TY),12.0,33.0,975.0,南,15,1,23
130.7,25.7,台风(TY),12.0,33.0,975.0,西,16,2,2
130.7,26.0,台风(TY),12.0,35.0,970.0,西,12,2,5
130.6,26.5,台风(TY),12.0,35.0,970.0,东北,10,2,8
130.8,26.7,台风(TY),13.0,40.0,960.0,西,12,2,11
130.8,27.1,强台风(STY),15.0,48.0,945.0,西,13,2,14
130.7,27.5,强台风(STY),15.0,48.0,945.0,西,16,2,17
130.7,27.7,强台风(STY),15.0,48.0,945.0,西,16,2,20
130.6,28.1,强台风(STY),15.0,48.0,945.0,西,15,2,23
130.6,28.5,强台风(STY),15.0,48.0,945.0,西,12,3,2
130.5,28.9,强台风(STY),14.0,42.0,955.0,西,12,3,5
130.4,29.3,台风(TY),13.0,40.0,960.0,西北,15,3,8
130.2,29.6,台风(TY),13.0,40.0,960.0,西北,15,3,11
129.9,30.1,台风(TY),12.0,35.0,970.0,西,15,3,14
130.0,30.6,台风(TY),12.0,33.0,975.0,西,12,3,17
130.0,30.8,强热带风暴(STS),10.0,28.0,982.0,西北,10,3,20
129.8,31.0,强热带风暴(STS),10.0,25.0,985.0,西北,8,3,23
129.6,31.2,强热带风暴(STS),10.0,25.0,985.0,西北,10,4,2
129.5,31.3,强热带风暴(STS),10.0,25.0,985.0,西,9,4,5
129.5,31.5,强热带风暴(STS),10.0,25.0,985.0,东北,11,4,8
129.6,31.6,强热带风暴(STS),10.0,25.0,985.0,西,16,4,11
129.6,32.0,热带风暴(TS),9.0,23.0,990.0,东北,20,4,14
129.7,32.2,热带风暴(TS),9.0,23.0,990.0,西,19,4,17
129.7,32.3,热带风暴(TS),8.0,20.0,995.0,西,20,4,20
129.6,32.6,热带风暴(TS),8.0,20.0,995.0,东北,25,4,23
129.9,33.1,热带风暴(TS),8.0,18.0,998.0,西,15,5,2
130.1,33.7,热带风暴(TS),8.0,18.0,998.0,西南,23,5,5
125.8,25.8,热带风暴(TS),8.0,18.0,1000.0,东北,30,6,11
125.9,26.0,热带风暴(TS),8.0,18.0,1000.0,东北,30,6,12
126.2,26.2,热带风暴(TS),8.0,18.0,1000.0,东北,30,6,13
126.7,26.7,热带风暴(TS),8.0,18.0,1000.0,东北,30,6,14
126.9,27.0,热带风暴(TS),8.0,18.0,1000.0,东北,30,6,15
127.6,27.7,热带风暴(TS),8.0,20.0,996.0,东北,30,6,17
128.3,28.4,热带风暴(TS),8.0,20.0,996.0,东北,35,6,20
128.9,28.9,热带风暴(TS),8.0,20.0,996.0,东北,33,6,23
129.3,29.1,热带风暴(TS),8.0,20.0,996.0,东北,19,7,2
129.5,29.4,热带风暴(TS),8.0,18.0,998.0,南,35,7,5
130.0,29.5,热带风暴(TS),8.0,18.0,998.0,东北,35,7,8
131.6,30.3,热带风暴(TS),8.0,18.0,998.0,东北,35,7,11
132.7,31.0,热带风暴(TS),8.0,18.0,998.0,东北,35,7,14
132.8,31.2,热带风暴(TS),8.0,18.0,998.0,东北,19,7,17
134.0,32.0,热带风暴(TS),8.0,18.0,998.0,南,34,7,20
136.3,32.4,热带风暴(TS),8.0,18.0,998.0,南,32,8,2
137.6,32.8,热带风暴(TS),8.0,18.0,998.0,东,19,8,5
139.1,14.9,热带风暴(TS),8.0,18.0,998.0,北,20,10,14
138.5,15.1,热带风暴(TS),8.0,18.0,998.0,北,19,10,17
138.0,15.3,热带风暴(TS),8.0,18.0,998.0,西北,21,10,20
137.0,15.9,热带风暴(TS),9.0,23.0,990.0,西北,21,11,2
136.3,16.4,热带风暴(TS),9.0,23.0,990.0,北,24,11,5
135.7,16.4,热带风暴(TS),9.0,23.0,990.0,北,24,11,8
134.4,16.6,强热带风暴(STS),10.0,25.0,985.0,西北,25,11,14
133.8,17.1,强热带风暴(STS),10.0,25.0,985.0,西北,19,11,17
133.4,17.4,强热带风暴(STS),10.0,28.0,982.0,北,25,11,20
131.7,17.6,台风(TY),12.0,35.0,970.0,北,20,12,2
131.1,17.8,台风(TY),13.0,40.0,960.0,北,20,12,5
130.4,18.0,强台风(STY),14.0,42.0,955.0,北,22,12,8
129.9,18.1,超强台风(Super TY),16.0,52.0,935.0,北,19,12,11
129.4,18.3,超强台风(Super TY),17.0,58.0,925.0,西北,22,12,14
128.9,18.6,超强台风(Super TY),17.0,62.0,915.0,西北,22,12,17
128.2,18.9,超强台风(Super TY),17.0,62.0,915.0,北,22,12,20
127.5,19.1,超强台风(Super TY),17.0,65.0,910.0,北,19,12,23
126.8,19.3,超强台风(Super TY),17.0,65.0,910.0,北,22,13,2
126.1,19.4,超强台风(Super TY),17.0,65.0,910.0,北,22,13,5
125.6,19.6,超强台风(Super TY),17.0,65.0,910.0,西北,21,13,8
124.9,19.9,超强台风(Super TY),17.0,68.0,905.0,西北,20,13,11
124.7,20.0,超强台风(Super TY),17.0,68.0,905.0,西北,20,13,12
124.5,20.1,超强台风(Super TY),17.0,68.0,905.0,北,20,13,13
124.2,20.1,超强台风(Super TY),17.0,70.0,900.0,西北,20,13,14
124.0,20.2,超强台风(Super TY),17.0,70.0,900.0,西北,20,13,15
123.8,20.3,超强台风(Super TY),17.0,70.0,900.0,北,20,13,16
123.6,20.3,超强台风(Super TY),17.0,70.0,900.0,西北,22,13,17
123.4,20.4,超强台风(Super TY),17.0,70.0,900.0,北,20,13,18
123.2,20.4,超强台风(Super TY),17.0,70.0,900.0,北,21,13,19
122.9,20.5,超强台风(Super TY),17.0,70.0,900.0,北,20,13,20
122.8,20.5,超强台风(Super TY),17.0,70.0,900.0,北,20,13,21
122.5,20.5,超强台风(Super TY),17.0,70.0,900.0,西北,22,13,22
122.3,20.6,超强台风(Super TY),17.0,70.0,900.0,北,21,13,23
122.0,20.7,超强台风(Super TY),17.0,70.0,900.0,北,21,14,0
121.9,20.7,超强台风(Super TY),17.0,70.0,900.0,西北,21,14,1
121.8,20.8,超强台风(Super TY),17.0,68.0,900.0,西北,20,14,2
121.6,21.0,超强台风(Super TY),17.0,68.0,900.0,北,20,14,3
121.5,21.0,超强台风(Super TY),17.0,68.0,900.0,西北,20,14,4
121.4,21.1,超强台风(Super TY),17.0,65.0,905.0,西北,21,14,5
121.2,21.3,超强台风(Super TY),17.0,65.0,905.0,北,19,14,6
121.0,21.3,超强台风(Super TY),17.0,65.0,905.0,西北,19,14,7
120.8,21.4,超强台风(Super TY),17.0,62.0,910.0,西北,20,14,8
120.7,21.5,超强台风(Super TY),17.0,62.0,910.0,西北,20,14,9
120.6,21.7,超强台风(Super TY),17.0,60.0,915.0,西北,20,14,10
120.4,21.9,超强台风(Super TY),17.0,60.0,915.0,西北,20,14,11
120.3,22.0,超强台风(Super TY),17.0,60.0,915.0,西北,20,14,12
120.1,22.2,超强台风(Super TY),17.0,60.0,915.0,西北,20,14,13
119.9,22.5,超强台风(Super TY),17.0,60.0,915.0,西北,20,14,14
119.7,22.7,超强台风(Super TY),16.0,55.0,925.0,西北,20,14,15
119.6,22.8,超强台风(Super TY),16.0,55.0,925.0,西北,20,14,16
119.5,22.9,超强台风(Super TY),16.0,52.0,930.0,西北,20,14,17
119.4,23.1,超强台风(Super TY),16.0,52.0,930.0,西北,20,14,18
119.2,23.2,超强台风(Super TY),16.0,52.0,930.0,西北,20,14,19
119.0,23.4,超强台风(Super TY),16.0,52.0,930.0,西北,20,14,20
118.9,23.5,超强台风(Super TY),16.0,52.0,930.0,西北,19,14,21
118.8,23.6,超强台风(Super TY),16.0,52.0,930.0,西北,19,14,22
118.7,23.7,强台风(STY),15.0,50.0,935.0,西北,18,14,23
118.5,23.9,强台风(STY),15.0,50.0,935.0,西,18,15,0
118.5,24.1,强台风(STY),15.0,50.0,935.0,西北,18,15,1
118.4,24.3,强台风(STY),15.0,50.0,935.0,西北,18,15,2
118.3,24.5,强台风(STY),15.0,50.0,935.0,西北,20,15,3
118.1,24.7,强台风(STY),15.0,48.0,945.0,西北,20,15,4
117.9,24.8,强台风(STY),14.0,45.0,950.0,西北,20,15,5
117.8,24.9,强台风(STY),14.0,42.0,955.0,西北,21,15,6
117.7,25.0,台风(TY),13.0,40.0,960.0,西北,21,15,7
117.5,25.2,台风(TY),12.0,35.0,970.0,西北,20,15,8
117.3,25.3,强热带风暴(STS),11.0,30.0,980.0,西北,20,15,9
117.2,25.4,强热带风暴(STS),10.0,25.0,990.0,西北,20,15,10
117.1,25.5,热带风暴(TS),9.0,23.0,995.0,西北,22,15,11
117.0,25.7,热带风暴(TS),9.0,23.0,996.0,西北,22,15,12
116.8,25.8,热带风暴(TS),8.0,20.0,995.0,西,22,15,13
116.8,26.0,热带风暴(TS),8.0,18.0,998.0,西,20,15,14
116.8,26.1,热带风暴(TS),8.0,18.0,998.0,西,20,15,15
116.8,26.3,热带风暴(TS),8.0,18.0,998.0,西,17,15,16
116.8,26.4,热带低压(TD),7.0,16.0,999.0,东北,15,15,17
116.9,26.6,热带低压(TD),7.0,16.0,1000.0,西,18,15,18
117.0,26.9,热带低压(TD),7.0,16.0,1000.0,西,18,15,19
117.1,27.2,热带低压(TD),7.0,16.0,1000.0,西,25,15,20
117.3,28.0,热带低压(TD),7.0,16.0,1002.0,东北,30,15,23
117.7,28.8,热带低压(TD),7.0,16.0,1002.0,东北,31,16,2
118.5,29.9,热带低压(TD),7.0,16.0,1002.0,西,30,16,8
118.8,30.8,热带低压(TD),7.0,16.0,1002.0,东北,38,16,11
120.0,32.2,热带低压(TD),7.0,16.0,1002.0,东北,35,16,14
121.4,33.1,热带低压(TD),7.0,16.0,1002.0,东北,27,16,20
122.3,33.8,热带低压(TD),7.0,16.0,1002.0,西南,38,16,23
108.4,15.9,热带风暴(TS),8.0,18.0,998.0,北,25,13,5
107.9,16.0,热带风暴(TS),8.0,18.0,998.0,北,25,13,8
107.0,16.0,热带低压(TD),7.0,15.0,1000.0,南,30,13,11
137.7,14.2,热带风暴(TS),8.0,18.0,998.0,西北,21,13,8
136.6,14.7,热带风暴(TS),8.0,20.0,995.0,北,20,13,14
135.7,15.0,热带风暴(TS),8.0,20.0,995.0,北,19,13,17
135.3,15.0,热带风暴(TS),9.0,23.0,990.0,北,22,13,20
134.4,15.0,热带风暴(TS),9.0,23.0,990.0,北,21,14,2
134.0,15.1,强热带风暴(STS),11.0,30.0,980.0,西北,19,14,5
133.3,15.5,强热带风暴(STS),11.0,30.0,980.0,北,22,14,8
132.1,15.8,台风(TY),12.0,33.0,975.0,西北,20,14,14
131.9,16.0,台风(TY),12.0,33.0,975.0,西北,22,14,17
131.1,16.4,台风(TY),12.0,35.0,970.0,北,22,14,20
130.5,16.5,台风(TY),12.0,35.0,970.0,西北,22,14,23
130.0,16.8,台风(TY),12.0,35.0,970.0,北,19,15,2
129.2,17.0,台风(TY),12.0,35.0,970.0,北,20,15,5
128.7,17.1,台风(TY),12.0,35.0,970.0,北,24,15,8
128.4,17.2,台风(TY),12.0,35.0,970.0,西北,25,15,11
127.8,17.6,台风(TY),12.0,35.0,970.0,西北,24,15,14
127.3,18.0,台风(TY),13.0,40.0,960.0,西北,19,15,17
126.8,18.4,强台风(STY),14.0,42.0,955.0,西北,22,15,20
126.3,18.7,强台风(STY),14.0,42.0,955.0,西北,22,15,23
125.6,19.3,强台风(STY),14.0,42.0,955.0,西北,20,16,2
125.2,19.7,强台风(STY),14.0,42.0,955.0,西北,19,16,5
124.6,20.1,强台风(STY),14.0,42.0,955.0,西北,20,16,8
124.3,20.6,强台风(STY),14.0,45.0,950.0,西北,18,16,11
124.2,20.7,强台风(STY),14.0,45.0,950.0,西北,17,16,12
124.1,20.9,强台风(STY),14.0,45.0,950.0,西北,16,16,13
123.9,21.0,强台风(STY),15.0,48.0,945.0,西北,18,16,14
123.8,21.2,强台风(STY),15.0,48.0,945.0,西北,18,16,15
123.7,21.3,强台风(STY),15.0,48.0,945.0,西北,16,16,16
123.6,21.5,强台风(STY),15.0,48.0,945.0,西,18,16,17
123.6,21.7,强台风(STY),15.0,48.0,945.0,西北,14,16,18
123.5,21.9,强台风(STY),15.0,48.0,945.0,西北,18,16,19
123.4,22.1,强台风(STY),15.0,48.0,945.0,西北,20,16,20
123.3,22.3,强台风(STY),15.0,48.0,945.0,西北,20,16,21
123.2,22.4,强台风(STY),15.0,48.0,945.0,西北,20,16,22
123.1,22.5,强台风(STY),15.0,50.0,940.0,西北,20,16,23
123.0,22.6,强台风(STY),15.0,50.0,940.0,西,20,17,0
123.0,22.7,强台风(STY),15.0,50.0,940.0,东北,20,17,1
123.1,22.9,强台风(STY),15.0,50.0,940.0,西北,17,17,2
123.0,23.0,强台风(STY),15.0,50.0,940.0,西,18,17,3
123.1,23.3,强台风(STY),15.0,50.0,940.0,西,20,17,4
123.1,23.5,强台风(STY),15.0,50.0,940.0,西,15,17,5
123.1,23.7,强台风(STY),15.0,50.0,940.0,西,15,17,6
123.1,23.9,强台风(STY),15.0,50.0,940.0,西北,15,17,7
123.0,24.0,强台风(STY),15.0,50.0,940.0,西,14,17,8
123.0,24.2,强台风(STY),15.0,50.0,940.0,西,15,17,9
123.0,24.4,强台风(STY),15.0,50.0,940.0,西,15,17,10
123.0,24.6,强台风(STY),15.0,50.0,940.0,西,14,17,11
123.0,24.7,强台风(STY),15.0,50.0,940.0,西,14,17,12
122.9,25.0,强台风(STY),15.0,50.0,940.0,西北,14,17,13
122.8,25.2,强台风(STY),15.0,50.0,940.0,西北,15,17,14
122.7,25.3,强台风(STY),15.0,50.0,940.0,西,15,17,15
122.7,25.4,强台风(STY),15.0,50.0,940.0,西,12,17,16
122.7,25.6,强台风(STY),15.0,50.0,940.0,西,10,17,17
122.7,25.7,强台风(STY),15.0,50.0,940.0,西,10,17,18
122.7,25.8,强台风(STY),15.0,50.0,940.0,南,10,17,19
122.7,25.8,强台风(STY),15.0,50.0,940.0,西,10,17,20
122.7,25.9,强台风(STY),15.0,50.0,940.0,西,10,17,21
122.7,26.0,强台风(STY),15.0,50.0,940.0,西,10,17,22
122.7,26.1,强台风(STY),15.0,48.0,945.0,南,10,17,23
122.7,26.1,强台风(STY),15.0,48.0,945.0,南,10,18,0
122.7,26.1,强台风(STY),15.0,48.0,945.0,西,10,18,1
122.7,26.2,强台风(STY),15.0,48.0,945.0,南,13,18,2
122.7,26.2,强台风(STY),15.0,48.0,945.0,东北,13,18,3
122.9,26.3,强台风(STY),15.0,48.0,945.0,东北,13,18,4
123.1,26.4,强台风(STY),14.0,45.0,950.0,东北,14,18,5
123.2,26.5,强台风(STY),14.0,45.0,950.0,东北,14,18,6
123.4,26.6,强台风(STY),14.0,45.0,950.0,东北,14,18,7
123.5,26.8,强台风(STY),14.0,45.0,950.0,东北,14,18,8
123.6,26.9,强台风(STY),14.0,45.0,950.0,西,13,18,9
123.6,27.0,强台风(STY),14.0,45.0,950.0,东北,13,18,10
123.7,27.1,强台风(STY),14.0,45.0,950.0,东北,14,18,11
123.8,27.2,强台风(STY),14.0,45.0,950.0,东北,14,18,12
124.0,27.3,强台风(STY),14.0,45.0,950.0,东北,13,18,13
124.1,27.5,强台风(STY),14.0,42.0,955.0,南,14,18,14
124.4,27.5,强台风(STY),14.0,42.0,955.0,东北,14,18,15
124.6,27.6,强台风(STY),14.0,42.0,955.0,东北,14,18,16
124.7,27.7,强台风(STY),14.0,42.0,955.0,东北,18,18,17
124.8,27.9,强台风(STY),14.0,42.0,955.0,东北,18,18,18
124.9,28.0,强台风(STY),14.0,42.0,955.0,南,18,18,19
125.0,28.0,强台风(STY),14.0,42.0,955.0,东北,18,18,20
125.1,28.1,强台风(STY),14.0,42.0,955.0,南,18,18,21
125.3,28.1,强台风(STY),14.0,42.0,955.0,东北,18,18,22
125.4,28.2,强台风(STY),14.0,45.0,950.0,东北,18,18,23
125.6,28.3,强台风(STY),14.0,45.0,950.0,东北,18,19,0
125.8,28.5,强台风(STY),14.0,45.0,950.0,东北,19,19,1
126.0,28.6,强台风(STY),15.0,48.0,945.0,东北,23,19,2
126.1,28.7,强台风(STY),15.0,48.0,945.0,东北,23,19,3
126.3,28.8,强台风(STY),15.0,48.0,945.0,东北,23,19,4
126.5,28.9,强台风(STY),15.0,48.0,945.0,东北,25,19,5
126.7,29.1,强台风(STY),15.0,48.0,945.0,东北,25,19,6
126.9,29.2,强台风(STY),15.0,48.0,945.0,东北,25,19,7
127.1,29.4,强台风(STY),15.0,48.0,945.0,东北,25,19,8
127.6,29.7,强台风(STY),15.0,48.0,945.0,东北,29,19,11
128.2,30.1,强台风(STY),15.0,48.0,945.0,东北,33,19,14
129.0,30.5,强台风(STY),15.0,48.0,945.0,南,19,19,17
